,age,height_cm,weight_kgs,positions,potential,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
1450,26,182.88,81.2,823,73,1,3,3,6,65,68,71,63,71,67,70,69,66,65,70,67,83,70,73,73,70,74,70,69,70,36,74,68,77,69,19,38,26
12495,20,172.72,64.9,0,78,1,3,3,3,71,58,44,68,56,70,71,68,68,66,74,71,76,66,82,57,62,66,48,68,66,55,58,73,57,71,52,45,41
9489,26,190.5,82.1,104,67,1,2,2,6,41,20,62,54,26,52,19,25,60,56,67,51,53,63,55,45,70,63,79,32,65,61,23,44,34,63,62,64,60
7026,20,175.26,71.2,105,75,1,2,2,3,35,37,66,62,35,42,38,32,61,47,55,55,60,61,75,45,70,59,59,38,59,59,29,47,44,48,57,63,49
11820,26,154.94,84.8,875,71,1,4,3,6,47,71,58,59,57,70,49,43,53,68,78,69,77,57,75,68,64,56,60,67,43,22,68,60,61,59,27,29,23
103,25,154.94,78.9,856,83,2,3,4,9,78,82,73,76,81,78,78,74,68,79,78,77,79,81,78,83,75,82,77,81,63,39,83,78,65,76,29,40,30
11090,29,175.26,68.0,374,66,1,4,2,3,52,27,58,59,30,61,55,31,50,56,79,79,78,62,75,28,53,81,58,24,65,61,51,43,39,49,65,66,64
10059,27,182.88,81.2,149,66,1,5,2,6,54,55,55,67,55,62,55,55,64,66,53,54,49,59,61,65,51,71,70,61,59,63,58,59,59,62,61,64,61
13290,25,185.42,82.1,514,72,1,3,3,6,52,54,57,72,57,82,65,59,66,74,75,86,73,65,72,61,70,70,76,63,67,40,63,59,57,69,48,39,30
10353,27,190.5,82.1,327,67,1,2,1,6,14,15,14,20,15,14,11,18,21,10,46,32,34,62,36,13,46,21,57,14,24,16,12,24,18,57,17,14,13
12877,29,182.88,69.9,572,68,1,3,3,6,71,30,52,65,32,63,43,36,57,68,76,79,64,61,64,59,75,61,75,38,75,68,60,62,42,61,61,67,70
657,28,152.4,72.1,370,74,2,3,3,6,72,36,60,71,49,73,60,47,69,76,77,75,77,74,76,66,67,78,65,43,74,69,59,59,60,68,70,74,75
13099,26,154.94,72.1,228,71,1,4,3,3,54,63,46,72,61,68,66,53,70,68,72,73,87,61,83,62,60,81,56,68,63,63,57,65,51,62,55,59,59
11758,32,182.88,79.8,105,67,1,3,2,6,52,62,56,60,32,23,32,33,63,60,63,62,60,63,69,36,90,66,75,17,74,65,43,62,69,69,64,68,67
6178,19,154.94,71.2,149,74,1,3,2,3,52,35,49,57,31,47,31,60,55,55,62,55,63,52,64,72,60,55,64,48,61,53,45,53,35,40,54,60,52
5020,19,175.26,73.9,572,66,1,3,2,6,34,30,50,40,22,48,31,29,38,40,65,63,56,50,69,26,65,58,52,28,51,47,46,41,30,32,50,53,55
4836,18,154.94,74.8,879,70,1,3,2,3,31,49,45,41,31,50,33,32,33,49,71,72,60,54,65,47,60,58,51,40,31,22,45,45,49,48,17,19,12
13242,28,182.88,78.0,104,69,1,3,2,6,32,34,71,61,24,42,22,32,51,62,53,54,58,59,52,49,72,69,81,36,75,58,32,35,40,62,72,71,62
5294,18,170.18,67.1,749,69,1,2,2,6,46,52,32,52,46,55,48,40,49,52,66,70,75,37,54,55,76,50,39,45,49,30,47,47,55,42,25,37,38
13453,22,182.88,73.0,823,76,1,3,3,3,48,68,68,66,68,71,50,51,45,68,65,73,59,64,65,70,70,71,66,65,36,19,70,58,55,63,18,14,15
3256,30,152.4,77.1,803,63,1,1,2,6,50,34,36,57,33,58,56,29,45,55,83,84,70,57,74,47,69,82,64,41,60,56,49,44,40,56,58,63,64
10802,33,182.88,87.1,104,65,1,3,2,9,32,39,64,62,27,54,32,29,53,59,69,69,30,57,51,43,65,67,87,27,58,58,45,47,43,63,59,66,63
15451,28,175.26,72.1,675,72,1,5,3,6,71,66,56,71,58,73,66,73,67,72,75,76,77,67,76,66,72,69,62,66,39,31,65,70,56,62,25,20,15
13332,22,185.42,81.2,105,79,1,3,2,6,33,24,68,65,30,49,37,34,59,59,65,67,63,58,60,60,81,74,76,33,77,63,31,41,47,60,73,66,67
10963,33,182.88,78.0,105,66,1,3,2,9,56,47,59,56,55,56,46,65,63,58,36,47,33,53,67,72,70,63,88,53,80,62,51,56,62,69,67,66,56
6098,22,172.72,68.0,712,68,1,2,2,3,42,49,44,57,31,57,44,40,51,58,74,68,75,59,79,52,61,72,66,29,60,51,39,48,40,43,56,53,55
6266,18,154.94,69.9,366,71,1,3,2,6,58,34,49,36,29,65,39,38,32,45,76,73,71,53,60,35,62,56,56,37,57,56,56,43,50,45,54,60,58
7115,20,182.88,73.9,66,73,1,3,3,3,53,49,39,65,47,69,50,45,49,68,68,66,69,53,67,44,60,60,58,43,34,28,44,50,44,48,28,27,30
1707,33,172.72,68.9,247,69,1,4,3,6,62,47,39,71,60,74,72,67,70,74,69,59,76,60,77,65,70,61,45,59,58,69,60,74,64,74,65,60,55
17550,27,185.42,79.8,327,79,1,3,1,6,8,9,7,11,8,18,12,13,12,20,58,62,66,76,43,15,60,23,60,12,35,12,5,60,15,64,22,9,16
17650,27,172.72,68.9,362,81,2,3,4,9,87,65,63,78,68,85,87,78,76,83,79,75,84,78,86,83,69,90,84,84,88,76,75,78,74,87,78,80,75
2718,22,187.96,83.9,104,72,1,3,2,6,34,41,66,53,44,43,35,30,57,56,66,73,56,57,57,55,77,66,80,46,66,62,33,44,39,53,62,62,60
2403,22,152.4,76.2,572,71,1,2,2,3,63,27,41,57,32,61,61,62,51,58,76,76,68,61,75,61,64,79,60,48,62,65,44,49,43,52,59,68,65
9646,28,187.96,81.2,104,66,1,3,2,6,25,30,67,40,35,20,32,23,46,38,55,54,62,53,48,28,59,70,82,24,75,65,19,23,33,46,60,66,58
9004,39,154.94,74.8,749,63,1,4,2,6,71,55,58,67,55,61,71,72,64,67,60,55,57,64,70,68,60,48,63,57,44,28,67,66,54,66,34,34,22
11545,19,185.42,76.2,330,81,1,3,2,3,59,33,56,63,29,62,56,37,56,65,65,69,59,63,60,49,65,69,53,37,57,64,62,48,44,59,64,69,67
16054,35,170.18,68.0,277,73,2,4,3,6,79,66,50,70,53,71,77,83,73,73,67,62,71,76,78,80,55,61,66,65,67,71,75,78,76,69,63,68,61
9811,27,198.12,86.2,104,64,1,2,2,6,26,23,58,41,20,34,22,20,37,40,51,56,46,65,33,48,52,56,86,29,65,62,24,29,37,53,64,66,58
16846,25,172.72,74.8,634,81,1,3,3,6,69,40,65,70,60,75,70,28,53,73,93,93,85,75,76,73,86,86,66,51,76,68,70,68,38,72,72,75,72
13260,22,175.26,72.1,247,78,1,3,3,3,68,54,46,74,62,76,53,42,69,75,77,68,79,60,82,52,42,64,58,62,51,63,63,63,46,65,66,72,69
1034,27,172.72,73.9,149,73,1,3,3,9,66,61,62,68,62,64,73,58,66,71,69,66,67,63,64,70,83,77,86,70,86,71,64,67,51,73,66,72,71
4026,21,175.26,72.1,823,71,1,3,2,6,39,63,52,49,52,58,33,27,30,58,71,64,64,49,78,64,69,56,52,51,39,16,63,48,59,59,12,15,13
59,24,182.88,73.9,572,89,2,3,4,3,86,58,64,79,62,85,83,69,75,84,91,91,78,83,74,80,73,90,66,66,73,77,78,74,46,77,79,79,79
4128,20,198.12,79.8,149,72,1,3,2,6,40,39,56,58,32,53,40,40,54,54,63,69,52,54,49,63,65,70,79,53,66,55,37,55,45,53,53,58,54
6350,23,175.26,64.9,328,66,1,3,2,3,51,22,54,52,26,46,35,30,40,54,68,66,59,52,72,42,78,65,55,34,50,56,41,39,33,45,59,58,54
17061,30,175.26,66.2,454,76,1,3,4,6,76,71,59,67,65,78,73,71,62,77,86,85,83,74,77,75,63,74,53,67,46,31,73,74,71,74,23,25,21
6822,23,154.94,64.9,227,66,1,3,2,6,63,55,60,63,53,62,54,36,64,64,70,70,63,48,71,52,64,55,55,53,58,50,43,56,41,44,46,52,53
6087,21,175.26,69.9,340,69,1,3,2,9,47,39,51,62,36,48,44,40,54,54,69,68,60,52,73,62,64,65,61,40,66,50,45,44,42,48,57,47,56
2117,22,154.94,69.9,328,78,1,2,2,3,66,37,62,65,37,64,50,51,64,62,74,80,70,65,75,57,70,75,72,56,46,62,63,56,47,61,60,65,63
4622,27,185.42,83.0,327,56,1,3,1,6,12,17,18,26,15,17,16,18,25,12,43,48,36,51,58,19,54,37,57,13,18,16,19,53,17,38,17,18,15
16190,29,185.42,89.8,823,74,2,3,2,9,50,70,77,70,66,69,58,48,29,77,56,71,54,70,45,81,74,65,93,67,73,21,70,62,66,71,29,25,20
16816,27,152.4,69.9,1,75,1,3,4,3,71,68,48,76,64,80,73,78,72,76,74,75,80,71,72,77,61,73,38,75,46,59,63,77,66,76,55,53,42
6050,18,175.26,64.9,247,73,1,3,2,3,44,35,38,62,39,57,45,38,63,60,65,60,67,45,72,48,58,58,45,46,65,41,41,60,37,59,50,49,47
11614,27,170.18,67.1,40,67,1,3,3,6,63,56,48,64,64,66,67,67,63,65,86,81,84,63,84,66,55,59,53,69,46,32,64,65,68,63,54,40,28
17252,38,185.42,82.1,823,77,1,4,3,6,56,82,83,71,78,66,54,66,44,80,47,48,58,83,59,76,72,62,82,72,75,33,84,72,84,82,47,24,29
13437,25,187.96,87.1,104,74,1,3,2,6,50,32,67,68,42,52,35,41,60,57,64,66,48,61,47,64,65,66,79,34,76,64,54,32,42,64,68,70,65
11020,19,175.26,66.2,16,82,1,3,3,3,54,55,34,68,48,68,58,50,60,71,74,66,77,60,83,59,51,64,43,61,53,44,59,62,48,62,35,45,39
17484,27,182.88,74.8,749,79,2,3,3,3,79,75,48,78,74,82,86,74,79,82,80,75,82,75,70,82,53,72,58,83,63,37,72,83,70,73,34,36,30
8660,20,182.88,78.0,327,72,1,2,1,6,30,16,10,30,20,18,29,13,38,32,51,55,70,52,41,42,70,45,51,20,28,18,11,30,20,43,14,24,14
15367,27,170.18,64.0,634,73,1,3,3,3,64,45,54,64,23,74,59,22,62,72,84,86,83,68,78,68,72,86,54,29,65,68,70,43,46,65,68,68,68
16585,30,182.88,74.8,327,75,1,3,1,6,20,20,17,41,20,16,18,19,32,33,56,43,45,69,40,30,76,44,70,20,45,30,20,55,20,58,20,19,14
3971,23,154.94,60.8,823,64,1,3,2,3,54,62,54,63,48,60,62,55,63,61,48,49,58,57,65,63,62,73,70,57,70,59,62,62,55,61,33,53,50
1866,23,154.94,69.9,634,77,1,3,3,3,64,34,61,63,36,68,40,35,62,63,73,72,71,68,73,32,61,79,77,45,80,68,59,54,41,61,58,71,67
1086,23,182.88,77.1,450,78,1,3,3,6,69,60,47,66,49,73,58,36,57,69,91,91,73,64,69,75,55,67,66,64,34,58,64,60,60,58,58,59,50
15257,32,175.26,69.9,0,72,2,4,4,6,67,69,38,71,68,74,68,68,69,74,74,72,73,67,72,66,68,44,58,70,43,26,70,69,64,69,22,26,28
10855,21,154.94,74.8,572,74,1,3,2,6,63,42,63,62,40,61,58,31,60,63,72,76,72,64,61,48,66,72,73,34,55,63,43,49,40,52,61,65,62
4149,29,154.94,73.0,845,59,1,3,3,6,52,54,53,55,52,58,57,50,50,57,75,83,70,53,65,59,52,64,68,53,60,32,56,56,58,54,30,36,35
11511,21,182.88,77.1,238,77,1,3,3,6,59,63,38,67,69,68,48,49,63,69,75,80,60,67,66,68,55,68,73,59,58,64,63,62,49,64,55,65,63
13871,29,152.4,79.8,116,70,1,3,3,6,77,26,64,73,62,67,74,76,75,69,70,72,67,70,73,81,74,74,72,71,69,68,67,73,60,75,65,71,68
8604,24,190.5,82.1,823,70,1,3,3,6,47,60,64,57,52,63,52,43,43,64,65,58,65,60,53,67,69,78,80,56,67,42,60,58,60,64,45,41,36
2629,27,185.42,78.9,845,67,1,2,3,6,45,63,64,58,55,64,44,28,41,63,81,87,74,60,63,69,69,60,76,56,62,18,62,58,66,62,36,15,20
11289,22,152.4,69.9,572,76,1,3,2,3,64,24,59,53,28,55,35,29,50,64,72,74,69,54,58,43,76,73,59,25,54,65,42,50,46,64,67,70,67
16179,20,182.88,74.8,441,85,1,4,3,6,69,74,61,74,63,75,69,41,54,75,81,85,76,75,73,77,67,72,73,63,73,58,74,68,44,66,55,55,43
7145,19,175.26,66.2,228,73,1,3,2,3,54,44,50,66,38,61,49,41,60,63,72,72,75,57,73,57,67,75,65,48,51,35,49,63,50,61,39,44,41
13529,22,187.96,78.0,823,77,1,3,3,3,40,70,67,53,68,70,62,49,39,70,69,66,70,69,71,65,66,59,69,55,56,21,74,52,69,71,25,23,20
2003,22,154.94,77.1,789,77,1,3,3,6,62,65,70,68,47,68,40,28,59,69,80,78,77,68,65,62,70,76,77,57,42,41,66,56,58,55,52,55,60
8715,28,182.88,78.0,247,63,1,3,2,6,48,34,55,66,57,62,52,49,64,67,64,47,75,67,77,65,74,50,71,49,75,68,50,62,55,70,53,59,63
11579,36,182.88,74.8,104,66,1,3,2,6,32,34,64,55,34,47,42,29,55,52,37,40,46,58,47,32,67,71,83,47,65,67,36,54,36,63,64,64,62
7098,18,193.04,74.8,104,78,1,3,2,3,34,25,55,43,35,34,34,29,37,41,54,52,49,56,57,41,70,58,63,27,48,60,32,37,43,50,61,70,63
3813,27,154.94,83.0,227,61,1,3,2,9,66,55,54,64,63,50,36,42,62,61,49,55,62,60,62,64,60,50,63,62,63,61,52,67,47,55,63,53,40
11982,25,154.94,74.8,247,70,1,3,3,6,62,53,59,70,56,65,64,67,68,68,65,67,64,66,63,73,51,65,68,64,66,63,62,66,68,65,56,64,57
3501,24,175.26,68.0,0,67,1,3,2,6,61,56,52,72,45,62,58,64,80,65,64,63,59,56,67,68,58,41,51,52,43,30,51,54,57,64,48,49,59
6921,19,152.4,64.0,227,74,1,3,2,3,49,45,48,63,45,57,46,42,58,59,51,41,59,60,61,54,40,62,55,45,71,57,53,54,57,64,58,59,55
15505,27,152.4,74.8,229,73,1,3,3,6,68,62,58,76,58,66,66,64,77,77,67,65,71,69,72,75,63,75,65,67,57,64,59,68,66,59,55,65,61
4010,21,175.26,69.9,227,67,1,3,2,3,49,42,60,62,38,59,31,38,55,61,70,70,72,54,74,62,61,82,63,50,50,47,50,61,47,48,55,61,62
6685,25,154.94,72.1,454,62,1,4,2,6,57,49,41,56,45,62,45,42,49,59,76,78,80,46,77,58,55,69,62,47,39,41,48,51,55,60,27,45,35
13956,29,154.94,78.0,748,70,1,4,3,6,63,62,61,66,61,74,65,57,54,66,91,90,82,63,72,66,70,78,61,61,46,36,64,56,65,61,52,28,35
14578,28,187.96,82.1,16,71,1,4,3,3,47,70,65,70,57,72,68,52,66,73,70,73,66,66,47,74,58,65,75,66,67,53,66,71,48,70,61,60,59
17454,31,154.94,83.0,127,79,1,3,2,9,68,60,76,71,66,57,68,54,65,70,75,75,66,72,60,68,76,77,82,58,81,80,63,60,49,73,77,80,78
3546,19,170.18,63.0,532,80,1,2,3,3,55,60,40,58,45,66,46,36,50,63,78,75,76,52,68,60,55,70,50,48,50,36,62,53,60,52,44,42,35
8948,33,185.42,73.9,374,63,1,2,3,6,64,29,61,64,29,65,53,34,56,63,74,50,60,63,46,23,48,67,73,28,56,58,43,39,39,50,57,66,64
4877,17,152.4,67.1,227,68,1,3,2,6,37,25,40,51,34,46,38,36,48,47,64,62,53,48,51,53,56,55,51,36,48,36,49,43,40,38,41,28,28
8757,21,198.12,87.1,823,73,1,2,2,3,35,63,69,51,62,61,48,38,39,64,50,58,44,54,45,68,48,66,77,56,49,32,60,49,65,55,30,28,24
6896,22,182.88,73.0,675,67,1,3,2,6,55,46,42,60,42,58,64,43,51,55,69,72,76,55,66,50,60,61,74,50,48,42,58,59,47,49,49,42,44
4400,21,154.94,69.9,594,71,1,4,2,6,53,49,50,65,43,63,53,53,58,62,65,65,63,49,69,58,55,53,58,42,50,47,49,62,45,60,60,60,49
3964,25,172.72,72.1,275,64,1,3,2,6,41,49,41,66,39,60,44,37,62,57,75,79,73,56,72,49,57,78,68,43,41,43,59,55,46,57,50,51,46
4459,19,182.88,78.0,104,73,1,3,2,3,44,39,53,52,28,51,34,28,49,50,75,70,70,50,60,48,71,64,68,24,53,52,40,35,37,45,53,54,54
13201,28,200.66,94.8,104,70,1,2,2,3,26,24,71,65,26,39,22,29,55,60,45,46,42,68,30,32,60,54,88,20,71,68,29,26,38,63,69,64,57
5576,22,190.5,74.8,327,67,1,2,1,3,13,19,11,22,18,12,11,11,24,26,40,42,30,49,57,25,54,38,56,11,24,23,15,26,25,27,9,16,12
2498,34,185.42,83.9,111,66,1,3,2,6,54,40,67,66,52,47,50,59,68,62,31,47,30,64,51,67,73,52,75,52,68,65,48,60,58,69,59,61,64
12462,27,182.88,79.8,104,71,1,3,3,6,61,55,68,66,58,66,59,64,66,65,64,68,60,51,63,72,50,69,71,65,68,65,62,62,62,66,70,71,69
4718,18,185.42,69.9,327,74,1,2,1,6,14,9,14,16,6,8,11,14,18,14,33,29,31,45,44,22,64,24,40,9,22,6,8,26,15,24,10,14,12
1697,27,170.18,68.0,149,71,1,2,3,3,53,48,54,72,53,65,69,59,70,68,71,69,75,66,69,69,74,76,65,59,73,67,55,62,50,67,56,68,65
8200,23,175.26,69.9,374,69,1,4,3,6,57,26,45,54,29,54,26,25,26,58,84,86,77,59,79,29,79,75,56,28,46,53,40,36,37,44,59,58,59
13854,23,195.58,98.9,823,77,1,3,3,9,52,68,72,65,67,64,40,29,38,66,54,68,49,64,31,80,66,32,93,66,70,22,64,65,61,61,28,21,20
4373,20,154.94,71.2,572,70,1,3,2,3,56,33,46,33,31,58,38,35,32,48,68,60,67,60,52,33,58,58,57,27,59,53,56,43,45,42,55,63,62
736,25,182.88,82.1,583,78,1,3,3,9,74,61,70,73,62,74,68,67,71,72,71,72,73,70,70,72,74,73,73,69,70,70,62,54,59,68,71,73,71
361,24,182.88,78.0,549,81,2,4,3,9,65,68,64,70,72,81,68,66,57,80,85,91,82,66,65,86,69,64,69,73,50,30,77,72,75,69,30,24,20
6760,26,152.4,71.2,330,62,1,3,2,6,52,33,49,51,37,51,35,39,47,54,68,70,75,65,62,39,84,76,57,36,63,54,53,53,43,52,56,57,54
8732,20,154.94,77.1,247,78,1,3,3,6,52,47,44,69,48,62,51,52,66,63,63,62,71,60,69,59,64,69,67,54,54,59,48,64,45,62,64,55,47
7066,24,185.42,69.9,84,65,1,3,2,3,46,53,45,57,30,59,33,36,56,59,77,76,70,54,66,61,57,59,66,55,58,44,56,62,41,64,34,38,37
6104,23,175.26,64.0,409,66,1,3,2,3,52,52,49,55,39,55,33,32,52,56,62,75,77,61,76,50,79,53,71,47,49,49,53,55,40,50,41,37,38
251,31,182.88,86.2,140,78,2,3,2,6,63,39,69,81,50,65,47,49,71,74,68,71,65,74,64,73,80,88,78,39,84,77,62,64,59,75,79,80,75
8962,24,182.88,76.2,247,68,1,3,2,6,38,36,57,68,40,55,42,45,61,62,54,63,60,61,70,51,63,74,62,44,65,62,58,62,49,57,53,64,58
17438,29,154.94,76.2,823,79,3,2,4,6,62,82,68,72,73,78,62,68,62,80,72,78,74,77,64,82,70,55,64,79,60,22,81,74,75,81,11,24,12
3477,20,190.5,87.1,127,74,1,3,2,6,43,22,65,55,25,33,25,22,32,47,62,60,42,59,43,39,70,60,79,20,61,56,29,32,30,54,61,65,57
2360,25,185.42,77.1,104,74,1,3,2,9,29,38,65,58,36,51,29,35,55,59,66,74,59,58,61,57,73,66,88,36,70,61,38,45,46,54,63,66,64
12420,29,182.88,76.2,247,68,1,3,2,3,56,46,59,72,48,65,40,39,67,69,63,65,68,68,65,52,74,78,67,50,64,66,58,67,46,64,60,65,59
15839,23,170.18,74.8,884,79,1,2,3,6,64,74,62,77,67,76,58,38,66,75,77,79,83,75,88,73,60,60,52,69,43,22,74,61,61,67,28,25,23
13836,33,154.94,79.8,247,70,1,3,2,9,63,59,60,69,59,61,68,78,74,68,58,44,56,62,63,74,63,70,74,73,71,72,63,73,65,66,68,70,64
2641,25,172.72,72.1,823,69,1,3,2,3,47,65,66,58,66,63,54,39,49,60,77,80,86,62,72,64,91,76,64,61,71,41,64,57,59,59,46,25,32
15139,22,182.88,71.2,454,80,1,3,4,3,67,62,59,68,58,73,66,54,64,72,84,84,87,65,80,62,70,80,64,59,38,33,64,67,58,65,33,41,48
8602,24,187.96,74.8,327,71,1,3,1,3,14,16,16,27,12,11,12,19,23,23,40,40,39,58,53,18,53,21,61,19,20,21,20,37,18,55,24,17,11
4291,19,175.26,78.0,422,68,1,3,2,6,58,41,41,51,31,58,52,34,46,57,79,75,81,56,77,35,73,56,46,34,41,51,58,49,37,46,31,44,45
13248,27,185.42,78.0,15,70,1,3,3,3,65,58,45,70,53,70,70,70,68,71,76,75,76,65,74,56,41,72,59,66,38,26,60,71,60,69,44,38,32
11724,26,182.88,69.9,328,69,1,2,2,6,67,28,58,55,26,58,58,26,53,62,76,77,69,63,64,58,77,75,75,25,69,70,65,50,59,63,58,65,64
5082,17,152.4,66.2,594,65,1,3,2,3,40,24,42,49,38,51,40,39,44,37,72,70,66,51,74,40,60,51,45,26,46,50,43,35,29,42,44,54,50
7530,25,203.2,93.9,432,64,1,2,2,6,60,55,68,60,42,63,33,25,52,61,50,57,33,63,35,62,33,73,85,28,68,54,63,61,35,50,58,62,60
11225,24,185.42,83.9,823,73,1,3,2,6,44,65,70,59,63,58,53,60,47,63,66,68,45,58,44,71,73,71,82,62,46,21,63,47,64,59,25,15,21
8542,21,182.88,72.1,574,75,1,3,2,6,56,36,57,55,29,61,45,42,56,54,72,72,64,60,74,35,73,63,63,31,63,61,50,50,44,52,50,66,66
5380,22,190.5,78.9,104,62,1,3,2,3,22,21,48,36,20,38,21,27,30,29,71,73,62,48,48,31,71,58,76,22,44,48,26,32,38,41,56,49,53
1261,24,193.04,86.2,823,77,1,4,3,3,35,71,76,64,61,66,58,30,42,69,53,69,49,61,42,75,54,72,88,66,51,18,74,60,67,54,20,25,22
247,30,154.94,73.0,867,78,2,4,4,6,74,77,68,75,78,78,82,77,69,80,76,77,70,77,73,82,63,69,69,76,67,38,78,78,79,75,25,24,26
17457,30,187.96,91.2,823,79,2,3,3,9,68,77,77,72,74,73,57,56,70,76,68,72,67,76,64,85,72,75,91,74,80,51,81,73,78,74,54,39,58
3570,18,154.94,64.9,227,75,1,3,2,3,58,47,44,65,53,61,52,50,62,64,62,63,59,60,64,70,71,60,51,56,56,50,57,62,57,61,49,53,50
11213,30,185.42,78.0,149,66,1,3,3,6,63,61,60,69,58,63,73,75,67,66,66,66,68,64,64,75,82,70,82,73,54,60,60,68,73,68,63,64,61
14515,19,154.94,82.1,572,85,1,3,3,9,71,39,58,68,42,71,63,66,68,70,79,78,65,68,62,69,62,68,76,46,68,68,58,64,42,63,66,72,68
13624,34,154.94,73.9,104,69,2,2,2,9,67,30,50,66,48,65,63,58,57,66,59,72,52,71,70,52,59,62,75,46,75,70,42,65,55,76,72,68,65
2715,24,175.26,72.1,823,69,1,2,3,6,32,66,67,50,64,68,54,41,39,65,69,68,75,60,78,67,71,67,65,58,30,17,63,57,68,57,19,20,20
1328,28,182.88,77.1,823,70,1,4,3,6,49,73,64,58,69,71,68,53,41,67,61,66,59,67,59,70,63,53,75,58,38,29,75,59,70,61,39,18,15
127,27,193.04,89.8,104,82,2,2,2,3,54,36,82,77,50,65,63,22,74,69,55,69,55,78,47,66,66,73,77,48,75,83,51,72,42,75,80,84,78
5954,20,193.04,87.1,104,66,1,4,2,6,37,31,60,42,34,26,21,25,29,41,55,67,44,58,48,62,52,59,77,27,72,42,31,29,34,39,48,61,45
7268,25,185.42,77.1,572,65,1,3,2,6,44,32,51,52,32,62,36,27,49,57,75,81,55,53,59,30,62,64,68,28,58,55,52,45,38,56,57,63,59
17081,30,182.88,72.1,15,76,1,4,4,3,80,70,57,77,72,76,82,76,73,78,65,62,70,74,66,78,63,65,58,78,58,50,75,78,71,74,52,46,40
16603,26,182.88,73.9,104,80,1,5,2,6,40,29,72,67,28,47,37,34,70,57,75,86,52,73,69,67,78,82,79,49,74,74,29,31,32,69,78,76,71
16909,24,190.5,89.8,327,81,1,3,1,6,13,10,24,24,19,18,14,20,22,27,43,41,58,71,57,22,71,28,74,14,37,13,13,58,20,30,28,18,12
8768,25,190.5,86.2,823,68,1,4,2,6,46,60,63,55,54,60,53,43,45,63,62,64,62,57,33,67,58,57,78,55,69,32,64,60,57,60,12,24,22
4031,24,185.42,74.8,104,67,1,2,2,3,30,22,60,35,23,23,24,30,27,43,60,59,48,48,56,42,65,67,72,30,53,56,25,32,36,40,60,65,66
10943,27,172.72,72.1,348,66,1,2,3,3,67,55,43,67,55,66,52,60,65,66,73,73,76,57,66,63,59,70,65,64,61,64,56,56,63,59,61,65,66
11309,30,185.42,74.8,149,66,1,3,2,3,55,43,62,64,52,61,53,42,60,64,67,69,69,66,60,59,69,83,81,53,81,60,42,52,38,59,66,65,59
2678,21,154.94,74.8,676,74,1,4,4,3,64,61,44,65,35,68,40,42,61,70,68,70,52,58,58,52,48,54,55,32,25,19,62,60,51,57,20,21,22
1026,26,175.26,73.9,644,73,1,2,3,3,81,65,51,68,41,72,80,75,71,72,82,78,83,62,82,67,79,72,57,62,52,46,63,70,50,63,35,41,42
3125,24,187.96,69.9,104,68,1,2,2,6,32,28,62,61,28,57,48,45,64,58,65,67,66,50,48,55,69,66,72,45,60,65,23,28,37,62,62,63,61
10725,27,187.96,78.0,823,67,1,3,2,6,49,66,60,59,47,57,42,28,41,65,57,62,52,57,50,67,59,58,76,64,29,16,69,61,69,66,12,18,19
3658,26,185.42,78.0,149,67,1,2,2,3,57,45,42,68,54,56,61,48,68,63,60,55,58,53,65,61,54,72,68,62,50,54,51,58,52,60,54,61,53
14220,21,152.4,64.0,454,81,1,3,3,3,67,64,42,66,48,71,64,46,64,69,80,83,86,65,67,62,63,85,54,64,53,63,58,67,44,70,50,62,63
11263,32,152.4,73.9,140,66,1,3,3,3,47,45,57,70,45,64,57,45,68,70,58,60,67,66,63,51,71,79,73,62,53,54,54,62,50,66,64,62,56
88,31,187.96,78.0,145,82,3,3,3,3,63,48,72,79,54,68,42,60,76,73,63,62,65,83,62,78,76,85,81,73,88,83,53,69,58,84,82,81,84
12187,26,182.88,71.2,675,68,2,4,3,3,65,58,29,57,51,73,61,48,48,71,90,92,91,66,70,63,58,32,39,41,22,25,63,59,62,57,22,28,21
17384,24,154.94,74.8,247,83,2,3,4,6,74,75,67,78,66,78,78,83,75,79,76,77,80,70,75,82,78,79,78,79,78,76,72,77,71,79,74,77,69
8678,22,152.4,68.9,749,71,1,3,3,6,45,65,48,59,49,66,55,38,32,65,78,73,73,60,71,79,60,64,61,60,54,18,65,46,52,69,21,26,24
10798,22,154.94,69.9,443,75,1,3,2,3,64,55,55,68,38,69,52,51,66,72,75,70,73,58,62,49,56,46,48,56,42,29,57,55,56,46,35,24,23
7780,24,152.4,66.2,329,65,1,3,3,3,63,46,49,64,52,64,58,58,60,62,77,75,81,61,72,59,59,68,55,55,52,51,52,64,55,41,48,58,56
9210,26,187.96,93.0,327,68,1,2,1,6,20,13,18,30,19,15,15,19,20,25,49,48,31,57,45,25,55,43,70,18,25,23,15,12,32,43,22,20,12
9668,32,170.18,68.9,328,64,1,3,2,6,62,24,57,61,38,59,55,30,56,60,78,75,73,55,77,56,73,75,64,39,69,60,59,46,32,56,59,62,63
14361,25,175.26,64.0,459,73,1,4,3,3,67,66,55,66,59,68,61,54,61,72,91,92,90,59,70,61,86,69,66,64,61,47,58,66,48,62,40,42,44
